Symbol,Period Ending,Next Period Start Opening Price (Period Ending + 1 Day),Next Period End Closing Price (Period Ending + 1 year),Price Percentage Change,Net Income,Depreciation,Net Income Adjustments,Accounts Receivable,Changes in Inventories,Other Operating Activities,Liabilities,Net Cash Flow-Operating,Capital Expenditures,Investments,Other Investing Activities,Net Cash Flows-Investing,Sale and Purchase of Stock,Net Borrowings,Other Financing Activities,Net Cash Flows-Financing,Effect of Exchange Rate,Net Cash Flow
NVR,12/31/2019,3777,4079.86,8.018533227429181,878539,20818,39794,27566,2754,-94178,-8758,866535,-22699,8247,1168,-13284,-424389,-306,0,-424695,0,428556
NVR,12/31/2018,2387.35,3808.41,59.52457746036401,797197,20168,-12400,-42500,-1008,-6911,-31420,723126,-19665,10515,973,-8177,-672024,0,0,-672258,0,42691
NVR,12/31/2017,3410,2436.99,-28.534017595307926,537521,22667,117594,38586,-348,-154099,8433,570354,-20269,8029,-2953,-15193,-281641,0,0,-281641,0,273520
NVR,12/31/2016,1650,3529.61,113.91575757575758,425262,22269,3767,69803,-8779,-85194,-34140,392988,-22369,11672,347,-10350,-417245,0,0,-417395,0,-34757
HUBS,12/31/2019,159.51,396.44,148.53614193467496,-53746,36423,82639,45230,-15428,0,9695,118973,-40372,-239034,-36788,-316194,366206,-617,-6247,359342,-720,161401
HUBS,12/31/2018,122.58,158.5,29.303312122695385,-63828,36976,72329,64534,-17726,0,-14221,84851,-22305,-37757,-11168,-71230,21555,-744,-8033,12778,-2069,24330
HUBS,12/31/2017,88.4,125.73,42.22850678733031,-39714,26576,39095,48294,-20180,0,-6033,49614,-20276,-359849,-16486,-396611,71966,309259,-4419,376806,2790,32599
HUBS,12/31/2016,47.3,89.45,89.11205073995774,-45562,11824,36591,37298,-14099,0,-6686,19366,-15789,-1291,-5749,-22829,11584,-743,-2368,8473,-760,4250
CSCO,7/27/2019,56.69,47.19,-16.75780560945493,11621000,1897000,1236000,2234000,-333000,131000,-955000,15831000,-909000,17911000,-2165000,14837000,-20939000,-1084000,113000,-27889000,0,2779000
CSCO,7/28/2018,42.46,56.93,34.07913330193123,110000,2192000,2020000,10010000,-488000,-244000,66000,13666000,-834000,19091000,-2939000,15318000,-17627000,-8000000,-169000,-31764000,0,-2780000
CSCO,7/29/2017,31.54,42.17,33.70323398858593,9609000,2286000,1395000,1247000,-282000,-394000,15000,13876000,-964000,-1751000,-3321000,-6036000,-3596000,5326000,-178000,-3806000,0,4034000
PRI,12/31/2019,130.89,133.93,2.3225609290243874,366391,272132,11007,297832,-24790,0,-437779,485513,-25437,-152608,-23839,-201884,-225037,-281,-7186,-290134,1243,-5262
PRI,12/31/2018,95.64,130.56,36.51191969887076,324094,250253,20068,266513,51644,0,-436399,478067,-13517,-182060,-37224,-232801,-210146,0,-6711,-260997,-2093,-17824
PRI,12/31/2017,101.6,97.71,-3.8287401574803157,350255,221354,-41456,306122,-9950,0,-436377,391544,-6752,-140689,16140,-131301,-150038,-868,-6734,-193461,1204,67986
PRI,12/31/2016,70.1,102.05,45.57774607703282,219414,193766,52259,256520,-92949,0,-335994,294427,-13669,-36418,2164,-47923,-150057,0,-3970,-187394,572,59682
ANTE,12/31/2019,1.0099,2.19,116.85315377760173,-31477,1878,17404,2165,-618,0,-1841,-14916,-2805,7245,0,4440,-1135,-3188,0,-4323,219,-14580
ANTE,12/31/2018,1.295,0.995,-23.166023166023162,-90097,1560,51903,2909,2295,0,14978,-19774,-3616,23712,0,20096,-10902,9207,0,-1695,-1560,-2933
ANTE,12/31/2017,5.8,1.255,-78.36206896551724,-156476,12048,107960,859,-3184,0,2928,-58570,-7170,-39996,0,-47166,874,0,0,874,5787,-99075
ANTE,12/31/2016,12.25,5.5,-55.10204081632653,-65625,12971,18679,-33426,-1437,0,-11155,-103610,-21558,152140,0,130582,11130,0,0,11130,-7515,30587
HLNE,3/31/2019,43.98,55.31,25.761709868121887,33573,2979,14201,4255,608,0,-9418,111622,-5366,-35434,-944,-19213,-5044,-13263,-383,-90210,8,2207
HLNE,3/31/2018,36.91,44.07,19.398536981847748,17341,1891,23808,-33072,77,0,-2309,96692,-2254,-14291,-5228,-21773,-5886,-1972,0,-59671,0,15248
HLNE,3/31/2017,18.77,36.51,94.51251997868938,612,1915,7030,690,-461,0,-1933,81679,-1275,-15440,0,-16715,147799,-162600,-2762,-101211,0,-36247
NZF,10/31/2008,12.26,12.57,2.5285481239804284,-76071,0,0,0,0,0,0,-76071,0,0,0,0,0,0,0,-42277,0,-118347
NZF,10/31/2007,12.26,12.57,2.5285481239804284,25260,0,0,0,0,0,0,13952,0,0,0,0,723,0,0,-33879,0,-19927
NZF,10/31/2006,12.26,12.57,2.5285481239804284,55418,0,0,0,0,0,0,45587,0,0,0,0,337,0,0,-36109,0,9478
NZF,10/31/2005,12.26,12.57,2.5285481239804284,42944,0,0,0,0,0,0,36897,0,0,0,0,0,0,0,-38657,0,-1760
GFED,12/31/2019,25.2,17.46,-30.71428571428571,9415,1167,-2974,1407,-121,0,-1302,8327,-981,27993,-2657,24355,-3515,-40122,71819,25869,0,58550
GFED,12/31/2018,21.77,25.2,15.755627009646302,7332,-924,-1557,-1001,-941,0,6677,12325,-3436,-5553,5173,-3817,166,8951,-18778,-11793,0,-3285
GFED,12/31/2017,22.68,21.84,-3.7037037037037033,5158,1996,-138,389,-503,0,603,10282,-3685,-82261,5145,-80801,16,-1412,102002,98837,0,28318
GFED,12/31/2016,21,22.75,8.333333333333334,5594,1511,-932,266,40,0,905,8469,-1176,-49779,2922,-48033,-286,43602,-12023,29878,0,-9686
UFCS,12/31/2019,43.93,25.1,-42.86364671067607,14820,20563,-36064,27903,-23734,0,90264,93752,-32426,36927,0,4501,-9323,0,0,-41985,0,56268
UFCS,12/31/2018,55,43.73,-20.490909090909096,27650,13962,2807,15208,-21702,0,65359,110104,-33053,-276549,14343,-19204,1767,0,-11547,-115188,0,-31108
UFCS,12/31/2017,45.6,55.45,21.60087719298246,51023,13446,18617,21166,-22989,0,94639,170094,-17158,-62428,17601,-61985,-24956,0,-55256,-107549,0,6368
UFCS,12/31/2016,48.85,45.32,-7.226202661207781,49904,13084,66670,15860,-26345,0,90505,214384,-7600,-120089,15286,-112403,6176,0,-79162,-97577,0,-302
HTLFP,12/31/2019,24.91,27.8,11.601766358892013,149129,51123,-9035,421,1301,0,-43452,161174,-17928,-593430,37388,-573970,661,-108722,650568,517900,0,105104
HTLFP,12/31/2018,24.91,25.05,0.5620232838217606,116998,55933,16459,-2,-3368,0,-11510,242750,-12742,-335981,224503,-124220,392,-126707,104769,-40903,0,77627
HTLFP,12/31/2017,24.91,25.05,0.5620232838217606,75272,57105,13260,34,-593,0,-20951,155930,-8113,-49389,84800,27298,338,-39658,-92072,-145949,0,37279
HTLFP,12/31/2016,24.91,25.05,0.5620232838217606,80349,62858,-13894,-835,-779,0,-19436,148525,-10327,3556,13626,6855,-31221,-4841,-206523,-255455,0,-100075
SBGI,12/31/2019,33.47,31.85,-4.840155363011645,47000,1151000,-567000,113000,70000,0,44000,916000,-156000,-445000,-8929000,-9530000,510000,8720000,-39000,8887000,0,273000
SBGI,12/31/2018,26,33.34,28.230769230769244,341000,381000,-35000,-35000,-37000,0,27000,647000,-105000,-24000,11000,-118000,-221000,-163000,3000,-465000,0,64000
SBGI,12/31/2017,38.2,26.34,-31.04712041884817,576000,392000,-407000,-119000,-42000,0,14000,432000,-84000,-31000,229000,114000,458000,-174000,0,190000,0,736000
SBGI,12/31/2016,33.75,37.15,10.07407407407407,245301,410204,39821,-32606,-71718,0,15127,611590,-94465,-63961,-451102,-609528,-136283,350473,2113,104425,0,106487
SITC,12/31/2019,14.07,10.12,-28.073916133617633,100699,169063,-1927,-4771,5709,0,255,270154,-184987,95724,78868,-10395,-20220,-52370,0,-254278,2,5481
SITC,12/31/2018,10.92,14.02,28.388278388278383,114434,258456,-85790,11388,-2338,0,-34403,263418,-158586,111771,865143,818328,-32307,-795509,-52358,-1162816,-4,-81070
SITC,12/31/2017,15.0134,11.07,-26.265869156886517,-241685,353676,320530,-3661,-235,0,-16771,410407,-201440,115038,565010,478608,190315,-717177,0,-833516,0,55499
SITC,12/31/2016,25.6229,15.0968,-41.0808300387544,60012,391666,38883,-9775,-8077,0,-13233,460663,-308901,30719,751215,473033,13536,-645538,0,-926992,1,6704
AIRT,12/31/2019,20.15,24.9,23.573200992555833,-2732,3944,1273,-1434,-1647,405,-697,-888,-764,0,0,-764,-113,250,797,934,0,-718
AIRT,12/31/2018,13.0193,20.15,54.77022574178335,-10992,4660,3725,507,-561,1395,-1070,-2336,-1264,0,4949,3685,2885,-2727,0,33,0,1382
AIRT,12/31/2017,13.099,13.0193,-0.6084433926253972,-22551,6387,12785,-3117,1004,905,601,-3986,-1514,0,3275,1761,7733,-6132,0,1551,0,-674
AIRT,12/31/2016,12.2222,13.192,7.934741699530357,-15623,5576,2643,4585,4616,-2902,413,-692,-1632,0,708,-924,4587,-1426,0,2391,0,775
ORRF,12/31/2019,22.382,16.55,-26.056652667321956,16924,3000,-8844,-5291,1248,0,2053,9090,-2911,-3494,25367,18962,-1659,18965,-71561,-60405,0,-32353
ORRF,12/31/2018,18.07,22.62,25.179856115107917,12805,5048,2282,2696,-879,0,535,22487,-4791,-147516,12911,-139396,-491,1985,178798,175917,0,59008
ORRF,12/31/2017,25.25,18.21,-27.881188118811878,8090,7299,-727,2012,-376,0,52,16350,-2653,-141227,-2012,-145892,137,65364,67063,129076,0,-466
ORRF,12/31/2016,22.5,24.5,8.88888888888889,6628,8246,1114,561,-827,0,-135,15587,-13369,-116923,1401,-128891,-526,-1624,120285,115237,0,1933
PFL,7/31/2009,11.55,11.58,0.25974025974025416,-78205,-29162,260493,-17962,3509,0,-2,138671,0,0,0,0,-131025,12105,0,-144586,0,-5915
PFL,7/31/2008,11.55,11.58,0.25974025974025416,-4807,0,0,-13135,-5332,0,63880,40606,0,0,0,0,0,0,0,-43277,0,-2671
PFL,7/31/2007,11.55,11.58,0.25974025974025416,15028,0,13433,32899,1343,0,-17971,44733,0,0,0,0,0,99,0,-44389,0,344
PFL,7/31/2006,11.55,11.58,0.25974025974025416,31892,7793,-63,5102,-8029,0,-2,36693,0,9020,0,9020,0,0,660,-37191,0,8522
NTRSO,12/31/2019,26.24,27.78,5.868902439024401,1492200,523500,-19200,-94300,-50300,0,669400,2592000,-158000,2163400,-5410400,-3405000,-663700,-2406900,4262600,615900,74700,-122400
NTRSO,12/31/2018,25.075,26.13,4.207377866400797,1556400,556800,-88000,-101500,-197000,0,-89200,1767500,-97600,-3868700,8293400,4327100,-891700,1687400,-6162100,-5818200,-212900,63500
NTRSO,12/31/2017,25.075,25.12,0.1794616151545432,1199000,526700,-40900,46900,-119300,0,144200,1720400,-91600,-637400,-13292600,-14021600,-415100,3550700,8523700,11252700,234600,-813900
NTRSO,12/31/2016,25.075,25.12,0.1794616151545432,1032500,474200,-35600,-129100,-129200,0,168200,1510000,-111300,-5804100,-4276700,-10192100,316200,847200,6729900,7536900,58700,-1086500
SPOK,12/31/2019,12.33,11.13,-9.732360097323594,-10765,9249,9933,-601,964,0,2913,11693,-4837,-25385,0,-30222,-6317,0,-1017,-17153,-300,-35982
SPOK,12/31/2018,13.2,12.23,-7.348484848484841,-1479,10769,5184,-2598,-915,0,-646,10315,-5915,89,0,-5826,-13236,0,-976,-24276,-49,-19836
SPOK,12/31/2017,15.7,13.26,-15.541401273885347,-15306,11624,29300,-699,-9648,0,244,15515,-9214,43,0,-9171,-9767,0,0,-25001,11,-18646
SPOK,12/31/2016,20.8,15.35,-26.20192307692308,13979,12963,8273,3302,-1790,0,824,37551,-6254,-1975,0,-8229,-6436,0,0,-16723,-109,12490
BBIO,12/31/2019,35.17,71.11,102.18936593687802,-37835,185,5380,9270,-51,0,-8597,-31648,-227,0,0,-227,48733,17500,0,65885,0,34010
BBIO,12/31/2018,30.61,35.05,14.505063704671668,-40725,1019,5739,2690,33,0,-2057,-33301,-150,0,0,-150,175101,10000,0,185101,0,151650
BBIO,12/31/2017,30.61,27.55,-9.996733093760206,-11941,4,1078,1855,-62,0,-651,-9717,-53,0,0,-53,13311,0,0,13311,0,3541
BBIO,12/31/2016,30.61,27.55,-9.996733093760206,-2542,0,274,228,-5,0,-14,-2059,0,0,0,0,3990,0,0,3990,0,1931
BXC,12/28/2019,13.25,29.84,125.20754716981132,-17656,29595,-11188,-17284,15562,-3955,-4639,-9565,-4791,0,25940,21149,-211,-49087,44914,-8880,0,2704
BXC,12/29/2018,25.75,13.41,-47.922330097087375,-48053,23641,4815,20996,60007,4887,-24737,41556,-2724,0,-240009,-242733,-3020,224375,0,205420,0,4243
BXC,12/30/2017,9.77,24.71,152.91709314227228,62994,9633,-51776,-15108,-8214,3775,-3807,-2503,-797,0,27635,26838,-226,-24947,-6,-25179,0,-844
BXC,12/31/2016,7.51,9.78,30.226364846870833,16085,12030,-23738,-14830,12687,35374,3789,41397,-631,0,37476,36845,-178,-77009,279,-77510,0,732
XCUR,12/31/2019,2.93,1.77,-39.59044368600683,-26303,916,1493,25874,-32,0,-631,1317,-1082,-62350,0,-63432,90825,0,0,84307,0,22192
XCUR,12/31/2018,3.47,2.86,-17.5792507204611,-22413,454,2483,-526,10,0,505,-19487,-94,0,0,-94,22042,0,0,20085,0,504
XCUR,12/31/2017,6.5,3.54,-45.53846153846154,-11011,421,1248,-8990,-15,0,-1442,-19789,-926,0,0,-926,31556,-1001,0,26856,0,6141
XCUR,12/31/2016,6.5,6.5,0.0,-16941,373,749,10734,279,0,-244,-5050,-394,0,0,-394,483,6000,0,6336,0,892
KSM,11/30/2008,11.3,11.4,0.8849557522123862,-16942,29372,-2027,-1454,195,0,-3,9141,0,19065,0,19065,0,-18223,0,-28082,0,124
KSM,11/30/2007,11.3,11.4,0.8849557522123862,5641,4661,-34628,3303,-273,0,0,-21296,0,0,0,0,0,30843,175,21293,0,-2
KSM,11/30/2006,11.3,11.4,0.8849557522123862,12655,0,0,0,0,0,0,10256,0,0,0,0,331,0,0,-7864,0,2393
KSM,11/30/2005,11.3,11.4,0.8849557522123862,11757,0,0,0,0,0,0,10125,0,0,0,0,753,0,0,-9037,0,1088
VCYT,12/31/2019,28.23,48.94,73.36167198016292,-12599,4200,10013,5087,-6161,-3404,-368,-3232,-2756,0,-39977,-42733,152495,-25208,0,127287,0,81322
VCYT,12/31/2018,12.21,27.92,128.66502866502864,-22999,3952,6177,-844,-452,1922,-1277,-13521,-1874,0,0,-1874,59388,-292,403,59499,0,44104
VCYT,12/31/2017,6.55,12.58,92.06106870229007,-31003,4313,8218,565,-3960,-1849,-199,-23915,-1755,0,440,-1315,2097,-2315,0,-218,0,-25448
VCYT,12/31/2016,7.75,6.72,-13.290322580645165,-31358,2736,7049,-990,-5321,292,-390,-27982,-4210,0,0,-4210,33165,19164,0,52329,0,20137
BVH,12/31/2019,23.4359,13.53,-42.26805883281632,17691,28748,60381,22817,-65672,-22966,22831,78242,-36188,12434,40073,16319,-31374,-60845,0,-108788,0,-14227
BVH,12/31/2018,27.6034,23.3869,-15.275292174152458,35102,26800,59124,-1231,-63545,-16139,25837,86639,-46771,2404,13304,-31063,-81723,56093,0,-43726,0,11850
BVH,12/31/2017,39.4194,28.0937,-28.731284595909635,83925,21938,50538,3671,-47470,-45291,-20090,65599,-23687,-46120,15042,-54765,67612,-1189,0,52096,0,62930
BVH,12/31/2016,25.7403,40.1549,56.00012431867537,29430,18839,40017,17282,-59219,-20157,41805,81163,-21115,46405,23908,49198,-29105,-103,0,-42314,0,88047
TLRY,12/31/2019,17.63,8.26,-53.14804310833806,-321169,26059,157612,48304,-14820,-102643,-51408,-258065,-73741,-14568,-164872,-253181,111517,-1004,4187,114700,6082,-390464
TLRY,12/31/2018,70,17.13,-75.52857142857142,-67723,5742,29322,14636,-16512,-9226,-2487,-46248,-50198,-44876,-3546,-98620,213352,417646,0,630998,-1198,484932
TLRY,12/31/2017,23.05,70.54,206.0303687635575,-7809,1853,-316,5691,-507,-3295,-1620,-6003,-10910,0,-905,-11815,0,12235,0,12235,375,-5208
TLRY,12/31/2016,23.05,22.39,-2.863340563991324,-7883,1953,924,687,316,693,-8,-3318,-488,0,-537,-1025,0,11278,0,10919,226,6802
WOR,5/31/2019,34.26,30.72,-10.332749562171626,153455,95602,37932,-112453,73346,-33649,-26192,197859,-84499,56693,39281,11475,-185210,-1394,0,-238938,0,-29604
WOR,5/31/2018,48.6,34.14,-29.753086419753085,194794,103359,12866,94668,-53066,-84654,7322,281345,-76088,2400,-263717,-337405,-214302,165607,0,-100054,0,-156114
WOR,5/31/2017,42.06,47.95,14.0038040893961,204515,86793,32989,69589,-39927,-34599,2890,335672,-68386,0,5422,-62964,-24697,-3402,0,-78815,0,193893
PRGO,12/31/2019,51.63,44.72,-13.383691652140234,146100,392100,163100,-133000,-140700,-67000,27200,387800,-137700,0,-458400,-596100,900,124500,-10200,1800,9700,-196800
PRGO,12/31/2018,38.5,51.66,34.18181818181817,131000,415500,65900,67000,21000,-98600,-8800,593000,-102600,-7500,-16700,-126800,-398700,-55900,-10000,-571900,-21900,-127600
PRGO,12/31/2017,87.75,38.75,-55.84045584045584,119600,422400,260800,-86300,3200,-16000,-4800,698900,-88600,0,2426700,2338100,-190800,-2604200,-113800,-3004700,24100,56400
PRGO,12/31/2016,84.03,89.69,6.735689634654286,-4012800,432300,4336900,-189300,-600,100700,-12300,654900,-106200,4500,-73300,-175000,-2000,-171400,-9300,-268700,-6700,204500
USAT,6/30/2019,7.54,7.01,-7.029177718832895,-29882,7504,8422,1161,-9375,-5607,-395,-28172,-4875,0,116,-4759,-159,-23254,0,-23569,0,-56500
USAT,6/30/2018,13.95,7.5,-46.23655913978494,-11284,7829,3625,17271,-1726,-3661,377,12431,-3978,0,-64883,-68861,104385,23709,0,127649,0,71219
USAT,6/30/2017,5.25,13.9,164.76190476190476,-7465,5956,4136,8981,-13370,-4463,153,-6072,-3787,0,348,-3439,6162,-3088,0,2984,0,-6527
PHG,12/31/2019,49.39,54.17,9.678072484308567,1317000,1574000,308000,-414000,-308000,-196000,-29000,2280000,-581000,432000,-527000,-677000,-1479000,122000,0,-1869000,-2000,-296000
PHG,12/31/2018,34.76,48.8,40.39125431530495,1254000,1245000,-258000,356000,-111000,-450000,740000,2035000,-482000,-200000,-1018000,-1699000,-1084000,183000,0,-1363000,0,-287000
PHG,12/31/2017,37.88,35.11,-7.312565997888076,2246000,1231000,-1352000,217000,77000,-173000,1276000,2246000,-504000,-238000,-3098000,-3841000,775000,-246000,0,66000,-221000,-474000
PHG,12/31/2016,30.08,37.77,25.5651595744681,1573000,1029000,-1506000,298000,-94000,-66000,2269000,1234000,-380000,-123000,-651000,-1152000,315000,-1699000,0,-1733000,-18000,600000
IFN,12/31/2008,32.2,31.738,-1.4347826086956623,-1646970,0,0,0,0,0,0,-1646970,0,0,0,0,-162703,0,0,-436067,0,-2083037
IFN,12/31/2007,32.2,31.738,-1.4347826086956623,1380019,0,0,0,0,0,0,1380019,0,0,0,0,-130649,0,0,-539235,0,840784
IFN,12/31/2006,32.2,31.738,-1.4347826086956623,603318,0,0,0,0,0,0,603318,0,0,0,0,441912,0,0,226308,0,829626
IFN,12/31/2005,32.2,31.738,-1.4347826086956623,340343,0,0,0,0,0,0,340343,0,0,0,0,240553,0,0,98699,0,439042
PLOW,12/31/2019,55.43,42.77,-22.839617535630516,49166,20426,2060,11477,-7747,4054,-2140,77296,-11533,0,0,-11533,0,-32685,-50,-57918,0,7845
PLOW,12/31/2018,35.33,55,55.675063685253335,43905,20299,13917,-5968,-511,-12347,-1114,58181,-9690,0,0,-9690,0,-33140,-23,-57546,0,-9055
PLOW,12/31/2017,37.9,35.89,-5.303430079155667,55324,19798,-12053,3480,-1154,894,65,66354,-7563,0,-7385,-14948,0,-3148,-6410,-33140,0,18266
PLOW,12/31/2016,34.1,38.2,12.023460410557188,39009,17692,7516,980,2419,605,1699,69920,-9830,0,-181344,-191174,0,126790,0,103019,0,-18235
COHN,12/31/2019,3.72,16.335,339.1129032258064,-2054,442,-461,96700,39135,0,-147706,-15463,-101,3835,0,3734,1910,4545,0,5936,-9,-5802
COHN,12/31/2018,9.24,3.95,-57.25108225108225,-2463,-342,-3173,-5541610,36267,0,5505504,-6999,-1002,3158,0,2156,-1270,-1486,0,-3722,-262,-8827
COHN,12/31/2017,8.092,8.43,4.176964903608492,2064,180,-235,-1765847,23553,0,1727998,-11916,-143,-3753,0,-3896,-1097,25200,0,23118,411,7717
COHN,12/31/2016,11.6,8.2,-29.310344827586214,2267,66,1059,-106261,-12510,0,105486,-8731,-223,8174,0,7951,-2778,6000,0,2268,-387,1101
PRGX,12/31/2019,4.97,7.63,53.521126760563384,-13720,13572,19259,-10155,4107,0,-2563,10500,-15027,0,0,-15027,-4434,15400,-5031,5463,73,1009
PRGX,12/31/2018,9.38,4.92,-47.54797441364607,4593,10819,4070,-9829,-9631,0,2404,2426,-10398,0,19,-10379,353,8000,-5281,3034,64,-4855
PRGX,12/31/2017,7.1,9.47,33.38028169014086,3184,8288,4525,2302,-4418,0,-417,13464,-9355,0,-10128,-19483,1172,10066,-100,10983,-1860,3104
PRGX,12/31/2016,6,7.1,18.33333333333333,905,6939,4368,3324,-3848,0,-1570,10118,-5887,0,-3669,-9556,-3446,3600,-218,-64,103,601
HSTO,12/31/2019,4,0.758,-81.05,-11385,-131,4282,-17296,3555,0,642,-20202,-11,29348,0,29337,3,0,0,3,0,9138
HSTO,12/31/2018,16.5,4,-75.75757575757575,-18010,-250,4203,-20637,-310,0,-103,-34857,-66,30048,0,29982,479,0,0,361,0,-4514
HSTO,12/31/2017,46.4,17.3,-62.71551724137931,-17396,40,4756,-18715,-867,0,-1027,-33209,-25,-39846,0,-39871,19576,11500,0,31076,0,-42004
HSTO,12/31/2016,53.2,47.5,-10.714285714285719,-29734,111,3354,55475,-2500,0,291,26997,-110,3692,0,3582,13628,0,0,13628,0,44207
JNCE,12/31/2019,8.75,7,-20.0,56823,2371,9609,-96829,0,0,-2103,-30129,-985,32367,0,31382,4082,0,0,4082,0,5335
JNCE,12/31/2018,3.29,8.73,165.34954407294833,-27379,2724,9407,-65975,0,0,17610,-63613,-1359,87773,0,86414,1546,0,0,1546,0,24347
JNCE,12/31/2017,12.86,3.37,-73.79471228615863,-16443,5594,4850,-67151,0,0,-17838,-90988,-15107,-22914,0,-38021,107470,0,0,107470,0,-21539
JNCE,12/31/2016,18,13.4,-25.555555555555554,-13703,2271,4989,188445,0,0,-2314,179688,-2222,-213286,0,-215508,35507,0,0,35507,0,-313
CEQP,12/31/2019,30.86,18.98,-38.496435515230075,285100,202000,-149300,-23300,42900,10900,17300,420400,-455500,-25800,-462400,-943700,235000,574300,0,531800,0,8500
CEQP,12/31/2018,27.5,30.82,12.072727272727272,50800,175500,58000,-138600,167800,-24100,-52000,253600,-305500,-15200,79500,-241200,0,257500,-100,3500,0,15900
CEQP,12/31/2017,25.85,27.91,7.969052224371368,-191900,198900,223300,140100,-170700,-9900,40800,255900,-188400,1900,225200,38700,-12500,-78000,-100,-294900,0,-300
CEQP,12/31/2016,26,26.05,0.19230769230769504,-216300,236500,243800,74600,-76900,-22500,82700,346100,-100700,2400,965500,867200,0,-972900,0,-1212200,0,1100
DRRX,12/31/2019,2.5,2.07,-17.200000000000006,-20578,747,2578,28341,-556,-217,786,11101,-155,-27169,0,-27324,20339,-7,0,19503,0,3280
DRRX,12/31/2018,0.48,3.8,691.6666666666667,-25322,487,3289,1741,619,-549,-15,-19750,-93,4630,0,4537,18505,-9,0,17482,0,2269
DRRX,12/31/2017,0.9082,0.4831,-46.80687073331866,-3695,458,4323,7,-1222,-140,-1115,-1343,-69,12259,500,12690,12638,-14,0,12624,0,23971
DRRX,12/31/2016,1.36,0.9202,-32.33823529411765,-34509,304,3135,2389,1068,-552,656,-27293,-147,6184,0,6037,24155,-905,0,23077,0,1821
OFLX,12/31/2019,107.98,146,35.210224115576956,17286,719,2969,-382,-1282,-3025,-383,16041,-1225,14944,0,13719,0,0,0,-46028,-26,-16268
OFLX,12/31/2018,53.53,107.29,100.42966560807025,20139,543,436,-1084,-979,61,1804,21058,-1924,-14944,0,-16868,0,0,0,-9775,39,-5585
OFLX,12/31/2017,71.5,54.07,-24.377622377622377,15662,502,1291,1611,-463,-699,-40,18048,-3093,0,0,-3093,0,0,0,-13018,683,1937
OFLX,12/31/2016,56.1,69.71,24.26024955436719,14377,459,1032,-1094,1217,585,-1987,14758,-233,0,0,-233,0,0,0,-8578,-781,5947
CR,12/31/2019,86.96,77.66,-10.694572217111313,133300,113500,187100,-34200,-3800,8300,-10300,393900,-68800,1100,-153300,-221000,-77000,45600,0,-124600,2200,50500
CR,12/31/2018,70.86,86.38,21.902342647473887,335600,120000,-58100,61700,-4800,38800,-79400,413800,-108800,0,-643500,-752300,-34000,115000,0,-7900,-16400,-362800
CR,12/31/2017,89.52,72.18,-19.369973190348514,171800,72700,19000,56900,10100,-6400,-6600,317500,-49000,0,-37700,-86700,200,0,0,-80800,46500,196500
CR,12/31/2016,72.92,89.71,23.02523313219966,122800,67400,100900,10700,6200,-24900,35000,318100,-51500,0,900,-50600,26400,-49600,0,-100400,-20900,146200
BFRA,12/31/2019,10.34,7.29,-29.497098646034818,-8259,3543,-15490,-22110,-755,-166,3416,-36924,0,0,23632,23632,342,0,3536,3878,61,-9413
BFRA,12/31/2018,11.71,10.34,-11.699402220324519,-10149,862,3426,4231,-2099,421,-171,-15357,0,0,-584,-584,28154,-57,-2634,25463,45,9521
BFRA,12/31/2017,13,11.71,-9.923076923076916,-19335,1062,2610,-270,76,-103,207,-15753,0,7,-458,-450,0,1637,9712,11349,0,-4855
BFRA,12/31/2016,13,12.18,-6.30769230769231,-11158,876,1222,2027,-769,-2228,-790,-10821,0,3,-484,-480,28229,-3924,-1227,23079,0,11778
VYGR,12/31/2019,14.11,7.15,-49.32671863926293,-43597,-819,13825,92651,-18496,0,4283,48666,-7718,-82931,172,-90477,80994,0,0,80994,0,39183
VYGR,12/31/2018,9.25,13.95,50.81081081081081,-88288,-46,16699,59498,0,0,-3796,-15887,-4305,30772,0,26467,4749,0,0,4749,0,15329
VYGR,12/31/2017,16.41,9.4,-42.71785496648385,-70698,1571,9397,-4765,0,0,3145,-61350,-3985,304,0,-3681,59920,0,0,59920,0,-5111
VYGR,12/31/2016,12.5,17.63,41.03999999999999,-40193,1308,8201,-12008,0,0,210,-42482,-5029,52750,0,47721,514,0,0,514,0,5753
